Company,Sector,Country,Region,Indicator,KPI,Unit,2023,2022,2021,2020
Max Healthcare,Healthcare,India,Asia,Emissions,CO,gm/Kw,2781,,,
Max Healthcare,Healthcare,India,Asia,Emissions,Scope 1 emissions,tCO2e,5485,,,
Max Healthcare,Healthcare,India,Asia,Emissions,Scope 2 emissions,tCO2e,36005,,,
Max Healthcare,Healthcare,India,Asia,Emissions,Carbon intensity,tCO2e/Lakhs,0.0909,,,
Max Healthcare,Healthcare,India,Asia,Waste,Waste generated,Tonnes,2341,,,
Max Healthcare,Healthcare,India,Asia,Waste,Waste recycled,Tonnes,1572,,,
Max Healthcare,Healthcare,India,Asia,Waste,Waste disposed,Tonnes,768,,,
Mazagon Dock Shipbuilders Limited,Industrials,India,Asia,Energy,Electricity consumption,GJ,61220.448,,,
Mazagon Dock Shipbuilders Limited,Industrials,India,Asia,Energy,Fuel consumption,GJ,3513.320,,,
Mazagon Dock Shipbuilders Limited,Industrials,India,Asia,Energy,Energy consumption,GJ,64733.768,,,
Mazagon Dock Shipbuilders Limited,Industrials,India,Asia,Energy,Energy intensity,GJ/Lakhs,0.0827,,,
Mazagon Dock Shipbuilders Limited,Industrials,India,Asia,Water,Water withdrawn,kL,331948.0,,,
Mazagon Dock Shipbuilders Limited,Industrials,India,Asia,Water,Water consumption,kL,331948.0,,,
Mazagon Dock Shipbuilders Limited,Industrials,India,Asia,Water,Water intensity,Litres/Lakhs,420,,,
Mazagon Dock Shipbuilders Limited,Industrials,India,Asia,Emissions,Scope 1 emissions,tCO2e,589.13,,,
Mazagon Dock Shipbuilders Limited,Industrials,India,Asia,Emissions,Scope 2 emissions,tCO2e,12561.02,,,
Mazagon Dock Shipbuilders Limited,Industrials,India,Asia,Emissions,Carbon intensity,tCO2e/Lakhs,0.017,,,
Mazagon Dock Shipbuilders Limited,Industrials,India,Asia,Waste,Waste generated,Tonnes,21662.96,,,
Mazagon Dock Shipbuilders Limited,Industrials,India,Asia,Waste,Waste recycled,Tonnes,2542.77,,,
Meghmani Organics,Basic Materials,India,Asia,Energy,Electricity consumption,GJ,282413.90,,,
Meghmani Organics,Basic Materials,India,Asia,Energy,Fuel consumption,GJ,2827.74,,,
Meghmani Organics,Basic Materials,India,Asia,Energy,Energy consumption,GJ,384573.86,,,
Meghmani Organics,Basic Materials,India,Asia,Energy,Energy intensity,GJ/Lakhs,1.50,,,
Meghmani Organics,Basic Materials,India,Asia,Water,Water withdrawn,kL,1016937.29,,,
Meghmani Organics,Basic Materials,India,Asia,Water,Water consumption,kL,1062291.29,,,
Meghmani Organics,Basic Materials,India,Asia,Water,Water intensity,Litres/Lakhs,4150,,,
Meghmani Organics,Basic Materials,India,Asia,Emissions,NOx,µg/m3,191.64,,,
Meghmani Organics,Basic Materials,India,Asia,Emissions,SOx,µg/m3,220.55,,,
Meghmani Organics,Basic Materials,India,Asia,Emissions,Particulate matter (PM),µg/m3,289.62,,,
Meghmani Organics,Basic Materials,India,Asia,Emissions,Scope 1 emissions,tCO2e,190.52,,,
Meghmani Organics,Basic Materials,India,Asia,Emissions,Scope 2 emissions,tCO2e,61974.16,,,
Meghmani Organics,Basic Materials,India,Asia,Emissions,Carbon intensity,tCO2e/Lakhs,0.24,,,
Meghmani Organics,Basic Materials,India,Asia,Waste,Waste generated,Tonnes,74556.27,,,
Meghmani Organics,Basic Materials,India,Asia,Waste,Waste recycled,Tonnes,886,,,
Meghmani Organics,Basic Materials,India,Asia,Waste,Waste disposed,Tonnes,36819.05,,,
Metro Brands,Consumer Cyclical,India,Asia,Energy,Electricity consumption,GJ,65851.40,,,
Metro Brands,Consumer Cyclical,India,Asia,Energy,Energy consumption,GJ,66697.28,,,
Metro Brands,Consumer Cyclical,India,Asia,Waste,E-waste generated,Tonnes,0.32,,,
Metro Brands,Consumer Cyclical,India,Asia,Waste,Waste generated,Tonnes,80.32,,,
Metro Brands,Consumer Cyclical,India,Asia,Waste,Waste disposed,Tonnes,900,,,
Motilal Oswal Financial Services,Financial Services,India,Asia,Energy,Electricity consumption,GJ,53743.95,,,
Motilal Oswal Financial Services,Financial Services,India,Asia,Energy,Energy consumption,GJ,53743.95,,,
Motilal Oswal Financial Services,Financial Services,India,Asia,Energy,Energy intensity,GJ/Lakhs,0.20,,,
Motilal Oswal Financial Services,Financial Services,India,Asia,Waste,E-waste generated,Tonnes,3.93,,,
Motilal Oswal Financial Services,Financial Services,India,Asia,Waste,Waste generated,Tonnes,25.51,,,
Motilal Oswal Financial Services,Financial Services,India,Asia,Waste,Waste recycled,Tonnes,15.81,,,
National Fertilizers Limited,Basic Materials,India,Asia,Emissions,Scope 1 emissions,tCO2e,3326776,,,
National Fertilizers Limited,Basic Materials,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.0000112,,,
National Fertilizers Limited,Basic Materials,India,Asia,Waste,Waste generated,Tonnes,32440.87,,,
National Fertilizers Limited,Basic Materials,India,Asia,Waste,Waste disposed,Tonnes,16213,,,
National Fertilizers Limited,Basic Materials,India,Asia,Energy,Electricity consumption,GJ,1723139,,,
National Fertilizers Limited,Basic Materials,India,Asia,Energy,Fuel consumption,GJ,39513503,,,
National Fertilizers Limited,Basic Materials,India,Asia,Energy,Energy consumption,GJ,98027398,,,
National Fertilizers Limited,Basic Materials,India,Asia,Energy,Energy intensity,GJ/Cr,0.0003,,,
National Fertilizers Limited,Basic Materials,India,Asia,Water,Water withdrawn,kL,52401969.0,,,
National Fertilizers Limited,Basic Materials,India,Asia,Water,Water consumption,kL,27861682.0,,,
National Fertilizers Limited,Basic Materials,India,Asia,Water,Water intensity,Litres/Cr,0.094,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Energy,Electricity consumption,GJ,178755.74,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Energy,Fuel consumption,GJ,1266.04,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Energy,Energy consumption,GJ,233949.89,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Energy,Energy intensity,GJ/Cr,1.04,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Water,Water withdrawn,kL,378078.0,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Water,Water consumption,kL,378078.0,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Water,Water intensity,Litres/Cr,0.0129,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Emissions,NOx,ppm,0.60,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Emissions,SOx,mg/Nm3,477,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Emissions,Particulate matter (PM),mg/Nm3,356,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Emissions,Scope 1 emissions,tCO2e,7286,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Emissions,Scope 2 emissions,tCO2e,10985,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Emissions,Carbon intensity,Kg/Rs,0.0006,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Waste,Waste generated,Tonnes,3560,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Waste,Waste recycled,Tonnes,2807,,,
Nilkamal Ltd,Consumer Cyclical,India,Asia,Waste,Waste disposed,Tonnes,753,,,
Oberoi Realty,Real Estate,India,Asia,Energy,Electricity consumption,GJ,218406,,,
Oberoi Realty,Real Estate,India,Asia,Energy,Fuel consumption,GJ,40281.8,,,
Oberoi Realty,Real Estate,India,Asia,Energy,Energy consumption,GJ,258687.8,,,
Oberoi Realty,Real Estate,India,Asia,Energy,Energy intensity,GJ/Cr,0.68,,,
Oberoi Realty,Real Estate,India,Asia,Water,Water withdrawn,kL,756389.0,,,
Oberoi Realty,Real Estate,India,Asia,Water,Water consumption,kL,845188.0,,,
Oberoi Realty,Real Estate,India,Asia,Water,Water intensity,Litres/Lakhs,2020,,,
Oberoi Realty,Real Estate,India,Asia,Emissions,NOx,g/kw,2.01,,,
Oberoi Realty,Real Estate,India,Asia,Emissions,SOx,g/kw,0.43,,,
Oberoi Realty,Real Estate,India,Asia,Emissions,Particulate matter (PM),g/kw,0.24,,,
Oberoi Realty,Real Estate,India,Asia,Emissions,CO,g/kw,0.96,,,
Oberoi Realty,Real Estate,India,Asia,Emissions,NOx,mg/Nm3,25.7,,,
Oberoi Realty,Real Estate,India,Asia,Emissions,SOx,mg/Nm3,69.1,,,
Oberoi Realty,Real Estate,India,Asia,Emissions,Particulate matter (PM),mg/Nm3,58.7,,,
Oberoi Realty,Real Estate,India,Asia,Emissions,CO,mg/Nm3,29.7,,,
Oberoi Realty,Real Estate,India,Asia,Emissions,Scope 1 emissions,tCO2e,2056,,,
Oberoi Realty,Real Estate,India,Asia,Emissions,Scope 2 emissions,tCO2e,40127,,,
Oberoi Realty,Real Estate,India,Asia,Emissions,Total Scope 1 and 2 emissions,tCO2e,42183,,,
Oberoi Realty,Real Estate,India,Asia,Emissions,Carbon intensity,tCO2e/Lakhs,0.10,,,
Oberoi Realty,Real Estate,India,Asia,Waste,Waste generated,Tonnes,1160.3,,,
Oberoi Realty,Real Estate,India,Asia,Waste,Waste recycled,Tonnes,225.97,,,
Oberoi Realty,Real Estate,India,Asia,Waste,Waste disposed,Tonnes,934.33,,,
Onward Technologies,Technology,India,Asia,Energy,Electricity consumption,GJ,7261.379,,,
Onward Technologies,Technology,India,Asia,Energy,Fuel consumption,GJ,162.434,,,
Onward Technologies,Technology,India,Asia,Energy,Energy consumption,GJ,7423.813,,,
Onward Technologies,Technology,India,Asia,Energy,Energy intensity,GJ/Cr,0.0023,,,
Onward Technologies,Technology,India,Asia,Water,Water withdrawn,kL,202.52,,,
Onward Technologies,Technology,India,Asia,Water,Water consumption,kL,202.52,,,
Onward Technologies,Technology,India,Asia,Water,Water intensity,Litres/Cr,0.000064,,,
Onward Technologies,Technology,India,Asia,Emissions,Scope 1 emissions,tCO2e,11.33,,,
Onward Technologies,Technology,India,Asia,Emissions,Scope 2 emissions,tCO2e,1633.81,,,
Onward Technologies,Technology,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.00000052,,,
Onward Technologies,Technology,India,Asia,Waste,Waste generated,Tonnes,1.473,,,
Orient Green Power Company,Utilities,India,Asia,Energy,Electricity consumption,GJ,15022.742,,,
Orient Green Power Company,Utilities,India,Asia,Energy,Energy consumption,GJ,15022.742,,,
Orient Green Power Company,Utilities,India,Asia,Energy,Energy intensity,GJ/Cr,0.006,,,
Orient Green Power Company,Utilities,India,Asia,Waste,Waste generated,Tonnes,111.91,,,
Orient Green Power Company,Utilities,India,Asia,Waste,Waste recycled,Tonnes,100,,,
Orient Green Power Company,Utilities,India,Asia,Waste,Waste disposed,Tonnes,111.91,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Energy,Electricity consumption,GJ,75976.00,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Energy,Fuel consumption,GJ,46542.61,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Energy,Energy consumption,GJ,122518.61,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Energy,Energy intensity,GJ/Cr,300.32,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Energy,Energy intensity,GJ/Guest night,0.37,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Water,Water withdrawn,kL,429428.35000000003,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Water,Water consumption,kL,378077.35000000003,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Water,Water intensity,Litres/Cr,926750,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Water,Water intensity,Litres/Guest night,1140,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Emissions,NOx,mg/Nm3,1983.14,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Emissions,SOx,mg/Nm3,402.13,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Emissions,Particulate matter (PM),mg/Nm3,2509.48,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Emissions,Scope 1 emissions,tCO2e,3478.08,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Emissions,Scope 2 emissions,tCO2e,5078.84,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,20.97,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Emissions,Carbon intensity,tCO2e/Guest night,0.026,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Waste,Waste generated,Tonnes,1141.12,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Waste,Waste recycled,Tonnes,1196.86,,,
Oriental Hotels,Consumer Cyclical,India,Asia,Waste,Waste disposed,Tonnes,67.59,,,
Persistent Systems,Technology,India,Asia,Energy,Electricity consumption,GJ,29359,,,
Persistent Systems,Technology,India,Asia,Energy,Fuel consumption,GJ,313,,,
Persistent Systems,Technology,India,Asia,Energy,Energy consumption,GJ,49675,,,
Persistent Systems,Technology,India,Asia,Water,Water withdrawn,kL,46376.0,,,
Persistent Systems,Technology,India,Asia,Water,Water consumption,kL,46376.0,,,
Persistent Systems,Technology,India,Asia,Emissions,NOx,µg/m3,85.26,,,
Persistent Systems,Technology,India,Asia,Emissions,SOx,µg/m3,100.96,,,
Persistent Systems,Technology,India,Asia,Emissions,Particulate matter (PM),µg/m3,279.36,,,
Persistent Systems,Technology,India,Asia,Emissions,Volatile organic compounds (VOCs),mg/m3,3.06,,,
Persistent Systems,Technology,India,Asia,Emissions,Scope 1 emissions,tCO2e,314.08,,,
Persistent Systems,Technology,India,Asia,Emissions,Scope 2 emissions,tCO2e,5890.23,,,
Persistent Systems,Technology,India,Asia,Waste,Waste generated,Tonnes,62.4,,,
Persistent Systems,Technology,India,Asia,Waste,Waste recycled,Tonnes,57.6,,,
Persistent Systems,Technology,India,Asia,Waste,Waste disposed,Tonnes,4.7,,,
Piramal Enterprises,Financial Services,India,Asia,Energy,Electricity consumption,GJ,24838.28,,,
Piramal Enterprises,Financial Services,India,Asia,Energy,Fuel consumption,GJ,840.51,,,
Piramal Enterprises,Financial Services,India,Asia,Energy,Energy consumption,GJ,25678.79,,,
Piramal Enterprises,Financial Services,India,Asia,Energy,Energy intensity,GJ/Cr,2.87,,,
Piramal Enterprises,Financial Services,India,Asia,Emissions,Scope 1 emissions,tCO2e,62.50,,,
Piramal Enterprises,Financial Services,India,Asia,Emissions,Scope 2 emissions,tCO2e,5620.23,,,
Piramal Enterprises,Financial Services,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.64,,,
Piramal Enterprises,Financial Services,India,Asia,Waste,E-waste generated,Tonnes,0.36,,,
Polycab India,Industrials,India,Asia,Energy,Electricity consumption,GJ,620211,,,
Polycab India,Industrials,India,Asia,Energy,Fuel consumption,GJ,108936,,,
Polycab India,Industrials,India,Asia,Energy,Energy consumption - Renewable,GJ,124136,,,
Polycab India,Industrials,India,Asia,Energy,Energy consumption,GJ,853283,,,
Polycab India,Industrials,India,Asia,Energy,Energy intensity,GJ/Cr,61.34,,,
Polycab India,Industrials,India,Asia,Water,Water withdrawn,kL,762603.0,,,
Polycab India,Industrials,India,Asia,Water,Water consumption,kL,762603.0,,,
Polycab India,Industrials,India,Asia,Water,Water intensity,Litres/Cr,55000,,,
Polycab India,Industrials,India,Asia,Emissions,NOx,µg/m3,252,,,
Polycab India,Industrials,India,Asia,Emissions,SOx,µg/m3,228,,,
Polycab India,Industrials,India,Asia,Emissions,Particulate matter (PM),µg/m3,824,,,
Polycab India,Industrials,India,Asia,Emissions,Scope 1 emissions,tCO2e,6528,,,
Polycab India,Industrials,India,Asia,Emissions,Scope 2 emissions,tCO2e,123181,,,
Polycab India,Industrials,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,9.32,,,
Polycab India,Industrials,India,Asia,Waste,Waste generated,Tonnes,9120,,,
Polycab India,Industrials,India,Asia,Waste,Waste recycled,Tonnes,1916,,,
Polycab India,Industrials,India,Asia,Waste,Waste disposed,Tonnes,7196,,,
Raymond,Consumer Cyclical,India,Asia,Energy,Electricity consumption,GJ,369065.16000000003,,,
Raymond,Consumer Cyclical,India,Asia,Energy,Fuel consumption,GJ,3375.0,,,
Raymond,Consumer Cyclical,India,Asia,Energy,Energy consumption,GJ,423446.76,,,
Raymond,Consumer Cyclical,India,Asia,Energy,Energy intensity,MWh/Cr,20.30,,,
Raymond,Consumer Cyclical,India,Asia,Water,Water withdrawn,kL,2484647.0,,,
Raymond,Consumer Cyclical,India,Asia,Water,Water consumption,kL,3007319.0,,,
Raymond,Consumer Cyclical,India,Asia,Water,Water intensity,Litres/Cr,520300,,,
Raymond,Consumer Cyclical,India,Asia,Emissions,NOx,Tonnes,10.89,,,
Raymond,Consumer Cyclical,India,Asia,Emissions,SOx,Tonnes,12.79,,,
Raymond,Consumer Cyclical,India,Asia,Emissions,Particulate matter (PM),Tonnes,7.72,,,
Raymond,Consumer Cyclical,India,Asia,Emissions,Scope 1 emissions,tCO2e,45651,,,
Raymond,Consumer Cyclical,India,Asia,Emissions,Scope 2 emissions,tCO2e,83205.7,,,
Raymond,Consumer Cyclical,India,Asia,Emissions,Total Scope 1 and 2 emissions,tCO2e,128856.7,,,
Raymond,Consumer Cyclical,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,22.3,,,
Raymond,Consumer Cyclical,India,Asia,Waste,Waste generated,Tonnes,40344,,,
Raymond,Consumer Cyclical,India,Asia,Waste,Waste recycled,Tonnes,6060,,,
Raymond,Consumer Cyclical,India,Asia,Waste,Waste disposed,Tonnes,136,,,
Sagar Cements,Basic Materials,India,Asia,Energy,Energy generated,GJ,358142.4,,,
Sagar Cements,Basic Materials,India,Asia,Water,Water recycled,kL,80653.0,,,
Sagar Cements,Basic Materials,India,Asia,Water,Specific water consumption,Litres/ton,112,,,
Sagar Cements,Basic Materials,India,Asia,Energy,Specifc power consumption,kWh/ton,77.79,,,
Sagar Cements,Basic Materials,India,Asia,Waste,Waste generated,Tonnes,1024507,,,
Sagar Cements,Basic Materials,India,Asia,Waste,Waste to landfill,Tonnes,0,,,
Sagar Cements,Basic Materials,India,Asia,Energy,Energy consumption,GJ,10811000,,,
Sagar Cements,Basic Materials,India,Asia,Energy,Coal consumption,Tonnes,435448.68,,,
Sagar Cements,Basic Materials,India,Asia,Water,Water withdrawn - Freshwater,kL,244441.0,,,
Sagar Cements,Basic Materials,India,Asia,Energy,Energy consumption,Tonnes,525116,,,
Sagar Cements,Basic Materials,India,Asia,Energy,Energy intensity,kWh/Tonnes,77.79,,,
Sagar Cements,Basic Materials,India,Asia,Energy,Energy consumption - Non-renewable,GJ,1083621.6,,,
Sagar Cements,Basic Materials,India,Asia,Emissions,Carbon footprint,tCO2e,0.700,,,
Sagar Cements,Basic Materials,India,Asia,Emissions,NOx,Tonnes,3356,,,
Sagar Cements,Basic Materials,India,Asia,Emissions,SOx,Tonnes,500,,,
Sagar Cements,Basic Materials,India,Asia,Water,Water consumption - Surface water,kL,203850.0,,,
Sagar Cements,Basic Materials,India,Asia,Water,Water consumption - Groundwater,kL,24441.0,,,
Sagar Cements,Basic Materials,India,Asia,Water,Water consumption,kL,448291.0,,,
Sagar Cements,Basic Materials,India,Asia,Water,Water withdrawn,kL,448291.0,,,
Sagar Cements,Basic Materials,India,Asia,Water,Water recycled - Wastewater,kL,80653.0,,,
Sagar Cements,Basic Materials,India,Asia,Water,Water intensity,Litres/tonnes,112,,,
Sagar Cements,Basic Materials,India,Asia,Waste,Waste generated,Tonnes,58851,,,
Sagar Cements,Basic Materials,India,Asia,Waste,Waste disposed,Tonnes,1309,,,
Sagar Cements,Basic Materials,India,Asia,Energy,Fuel consumption,Tonnes,525116,,,
Sheela Foam,Consumer Cyclical,India,Asia,Energy,Electricity consumption,GJ,30197.4,,,
Sheela Foam,Consumer Cyclical,India,Asia,Energy,Fuel consumption,GJ,3361.5,,,
Sheela Foam,Consumer Cyclical,India,Asia,Energy,Energy consumption,GJ,33558.9,,,
Sheela Foam,Consumer Cyclical,India,Asia,Water,Water withdrawn,kL,56388.0,,,
Sheela Foam,Consumer Cyclical,India,Asia,Waste,Waste generated,Tonnes,1422.30,,,
Sheela Foam,Consumer Cyclical,India,Asia,Waste,Waste disposed,Tonnes,1422.30,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Energy,Electricity consumption,GJ,624745.832,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Energy,Fuel consumption,GJ,64753.359,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Energy,Solar power generated,GJ,21746.682,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Energy,Energy consumption,GJ,711245.873,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Water,Water withdrawn,kL,350016.0,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Water,Water consumption,kL,350016.0,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Water,Water intensity,Litres/Cr,0.0134,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Emissions,NOx,ppm,346.17,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Emissions,SOx,µg/m3,4.17,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Emissions,Particulate matter (PM),µg/m3,58.52,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Emissions,Scope 1 emissions,tCO2e,3673,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Emissions,Scope 2 emissions,tCO2e,176250,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Waste,Waste generated,Tonnes,11278,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Waste,Waste recycled,Tonnes,2714,,,
Shriram Pistons & Rings,Consumer Cyclical,India,Asia,Waste,Waste disposed,Tonnes,12912,,,
SMC Global Securities,Financial Services,India,Asia,Energy,Electricity consumption,GJ,26.46,,,
SMC Global Securities,Financial Services,India,Asia,Energy,Fuel consumption,GJ,404.29,,,
SMC Global Securities,Financial Services,India,Asia,Energy,Energy consumption,GJ,430.75,,,
SMC Global Securities,Financial Services,India,Asia,Water,Water withdrawn,kL,808.0,,,
SMC Global Securities,Financial Services,India,Asia,Water,Water consumption,kL,808.0,,,
SRF Ltd,Basic Materials,India,Asia,Energy,Energy saved,GJ,38458.8,,,
SRF Ltd,Basic Materials,India,Asia,Energy,Energy consumed - Renewable,GJ,1201000,,,
SRF Ltd,Basic Materials,India,Asia,Energy,Energy consumed,GJ,12912000,,,
SRF Ltd,Basic Materials,India,Asia,Water,Water recycled,Lakh Litres,17000,,,
SRF Ltd,Basic Materials,India,Asia,Water,Water consumption,kL,4676294.0,,,
SRF Ltd,Basic Materials,India,Asia,Energy,Electricity consumption,GJ,1973000,,,
SRF Ltd,Basic Materials,India,Asia,Energy,Fuel consumption,GJ,10939000,,,
SRF Ltd,Basic Materials,India,Asia,Energy,Energy intensity,GJ/Cr,1070,,,
SRF Ltd,Basic Materials,India,Asia,Water,Water withdrawn,kL,5359141.0,,,
SRF Ltd,Basic Materials,India,Asia,Water,Water consumption,kL,4676294.0,,,
SRF Ltd,Basic Materials,India,Asia,Water,Water intensity,Litres/Lakhs,3870,,,
SRF Ltd,Basic Materials,India,Asia,Emissions,NOx,Tonnes,490.31,,,
SRF Ltd,Basic Materials,India,Asia,Emissions,SOx,Tonnes,646.79,,,
SRF Ltd,Basic Materials,India,Asia,Emissions,Particulate matter (PM),Tonnes,263.34,,,
SRF Ltd,Basic Materials,India,Asia,Emissions,Scope 1 emissions,tCO2e,1089283,,,
SRF Ltd,Basic Materials,India,Asia,Emissions,Scope 2 emissions,tCO2e,315771,,,
SRF Ltd,Basic Materials,India,Asia,Emissions,Carbon intensity,tCO2e/Lakhs,1.16,,,
SRF Ltd,Basic Materials,India,Asia,Waste,Waste generated,Tonnes,507316,,,
SRF Ltd,Basic Materials,India,Asia,Waste,Waste recycled,Tonnes,409770,,,
SRF Ltd,Basic Materials,India,Asia,Waste,Waste disposed,Tonnes,34976,,,
Sterling and Wilson Renewable Energy Limited,Basic Materials,India,Asia,Energy,Electricity consumption,GJ,62789715,,,
Sterling and Wilson Renewable Energy Limited,Basic Materials,India,Asia,Energy,Diesel consumption,kL,162.997,,,
Sterling and Wilson Renewable Energy Limited,Basic Materials,India,Asia,Energy,Petrol consumption,kL,2.181,,,
Sterling and Wilson Renewable Energy Limited,Basic Materials,India,Asia,Energy,Energy consumption,GJ,62954893,,,
Sterling and Wilson Renewable Energy Limited,Basic Materials,India,Asia,Water,Water withdrawn,kL,1514850.0,,,
Sterling and Wilson Renewable Energy Limited,Basic Materials,India,Asia,Water,Water consumption,kL,1514850.0,,,
Sterling and Wilson Renewable Energy Limited,Basic Materials,India,Asia,Emissions,Scope 1 emissions,tCO2e,5749.33,,,
Sterling and Wilson Renewable Energy Limited,Basic Materials,India,Asia,Emissions,Scope 2 emissions,tCO2e,1344.44,,,
Sterling and Wilson Renewable Energy Limited,Basic Materials,India,Asia,Emissions,Total Scope 1 and 2 emissions,tCO2e,7093.77,,,
Sterling and Wilson Renewable Energy Limited,Basic Materials,India,Asia,Waste,Waste generated,Tonnes,876.37,,,
Sterling and Wilson Renewable Energy Limited,Basic Materials,India,Asia,Waste,Waste recycled,Tonnes,853.22,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Energy,Electricity consumption,GJ,964275,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Energy,Fuel consumption,GJ,187616,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Energy,Energy consumption,GJ,1157891,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Energy,Energy intensity,GJ/Cr,0.0000234,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Water,Water withdrawn,kL,561772.0,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Water,Water consumption,kL,550753.0,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Water,Water intensity,Litres/Cr,0.011194,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Emissions,NOx,Tonnes,29.14,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Emissions,SOx,Tonnes,35.94,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Emissions,Particulate matter (PM),Tonnes,49.29,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Emissions,Scope 1 emissions,tCO2e,12874,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Emissions,Scope 2 emissions,tCO2e,129453,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.00000263,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Waste,Waste generated,Tonnes,22367.23,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Waste,Waste recycled,Tonnes,19178.73,,,
Sundram Fasteners,Consumer Cyclical,India,Asia,Waste,Waste disposed,Tonnes,3188.5,,,
Supreme Petrochem,Industrials,India,Asia,Energy,Electricity consumption,GJ,178051,,,
Supreme Petrochem,Industrials,India,Asia,Energy,Fuel consumption,GJ,174813,,,
Supreme Petrochem,Industrials,India,Asia,Energy,Energy consumption,GJ,352864,,,
Supreme Petrochem,Industrials,India,Asia,Energy,Energy intensity,KW/Cr,66.739,,,
Supreme Petrochem,Industrials,India,Asia,Water,Water withdrawn,kL,599322.0,,,
Supreme Petrochem,Industrials,India,Asia,Water,Water consumption,kL,599322.0,,,
Supreme Petrochem,Industrials,India,Asia,Water,Water intensity,Litres/Cr,113353,,,
Supreme Petrochem,Industrials,India,Asia,Emissions,SOx,Tonnes,60,,,
Supreme Petrochem,Industrials,India,Asia,Emissions,Particulate matter (PM),Tonnes,19,,,
Supreme Petrochem,Industrials,India,Asia,Emissions,Scope 1 emissions,tCO2e,11416,,,
